phrase,word1,word2,bigram_frequency,avg_zipf,PFS,CES_estimate,concreteness_score,abstraction_level,tone_tag,category_tag,difficulty_score,entropy,familiarity,level_tier
jump start,jump,start,medium,5.4,1.59,1,0.6,abstract,neutral,action,20.0,1,4,mid (21-50)
jungle gym,jungle,gym,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
junior year,junior,year,medium,5.2,1.63,1,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
junk food,junk,food,medium,5.6,1.67,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
junk mail,junk,mail,medium,5.6,1.67,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
keep away,keep,away,medium,5.4,1.58,1,0.5,abstract,neutral,action,20.0,1,4,mid (21-50)
keep back,keep,back,medium,5.4,1.58,1,0.5,abstract,neutral,action,20.0,1,4,mid (21-50)
keep on,keep,on,medium,5.6,1.62,1,0.5,abstract,neutral,action,20.0,1,4,mid (21-50)
keep up,keep,up,high,5.8,2.05,1,0.5,abstract,neutral,action,20.0,1,4,early (1-20)
key chain,key,chain,high,6.5,2.08,1,1.0,concrete,neutral,object_neutral,18.0,1,5,early (1-20)
key hole,key,hole,medium,5.4,1.63,2,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
key hook,key,hook,medium,5.2,1.63,2,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
key in,key,in,medium,5.0,1.58,1,0.5,abstract,neutral,action,20.0,1,4,mid (21-50)
key lime,key,lime,medium,5.4,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
key ring,key,ring,high,5.5,2.07,1,1.0,concrete,neutral,object_neutral,18.5,1,4,early (1-20)
key word,key,word,medium,5.5,1.67,1,1.0,concrete,neutral,communication,18.5,1,4,mid (21-50)
kick around,kick,around,medium,5.2,1.58,1,0.5,abstract,neutral,action,20.0,1,4,mid (21-50)
kick back,kick,back,medium,5.4,1.58,2,0.5,abstract,neutral,action,20.0,1,4,mid (21-50)
kick ball,kick,ball,medium,5.4,1.63,2,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
kick in,kick,in,medium,5.4,1.58,1,0.5,abstract,neutral,action,20.0,1,4,mid (21-50)
kick off,kick,off,medium,5.4,1.58,1,0.5,abstract,neutral,action,20.0,1,4,mid (21-50)
kidney bean,kidney,bean,medium,5.2,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
kitchen counter,kitchen,counter,medium,5.6,1.67,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
kitchen door,kitchen,door,medium,5.8,1.67,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
kitchen floor,kitchen,floor,high,6.0,2.08,1,1.0,concrete,neutral,household,20.0,1,4,early (1-20)
kitchen knife,kitchen,knife,medium,5.6,1.67,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
kitchen sink,kitchen,sink,high,6.0,2.08,1,1.0,concrete,neutral,household,20.0,1,4,early (1-20)
kitchen table,kitchen,table,high,6.2,2.08,2,1.0,concrete,neutral,household,20.0,1,4,early (1-20)
kitchen towel,kitchen,towel,medium,5.6,1.67,2,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
kitchen window,kitchen,window,medium,5.8,1.67,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
knee pad,knee,pad,high,5.5,2.07,1,1.0,concrete,neutral,object_neutral,18.5,1,4,early (1-20)
knot hole,knot,hole,low,4.8,1.32,1,1.0,concrete,neutral,object,20.0,1,4,late (51+)
know about,know,about,high,5.8,2.05,1,0.5,abstract,neutral,thought,20.0,1,4,early (1-20)
knuckle down,knuckle,down,low,4.8,1.18,1,0.4,abstract,positive,action,20.0,1,4,late (51+)
kosher salt,kosher,salt,medium,5.0,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
lace trim,lace,trim,medium,5.5,1.67,1,1.0,concrete,neutral,clothing,20.0,1,4,mid (21-50)
ladder rung,ladder,rung,low,4.8,1.32,1,1.0,concrete,neutral,object,20.0,1,4,late (51+)
ladies night,ladies,night,medium,5.2,1.63,1,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
lake bed,lake,bed,medium,5.0,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
lake front,lake,front,medium,5.2,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
lake house,lake,house,medium,5.4,1.63,1,1.0,concrete,neutral,building,20.0,1,4,mid (21-50)
lake shore,lake,shore,medium,5.4,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
lake view,lake,view,medium,5.4,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
lake water,lake,water,medium,5.4,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
lamb chop,lamb,chop,medium,5.4,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
lamp post,lamp,post,high,5.5,2.07,1,1.0,concrete,neutral,object_neutral,20.0,1,4,early (1-20)
lamp shade,lamp,shade,medium,5.6,1.67,2,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
lamp stand,lamp,stand,medium,5.2,1.63,2,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
lap top,lap,top,high,5.8,2.22,1,1.0,concrete,neutral,object,20.0,1,4,early (1-20)
laser beam,laser,beam,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
laser show,laser,show,medium,5.2,1.63,1,1.0,concrete,neutral,performance,20.0,1,4,mid (21-50)
last chance,last,chance,medium,5.6,1.62,1,0.5,abstract,neutral,thought,20.0,1,4,mid (21-50)
last word,last,word,medium,6.5,1.71,1,1.0,concrete,neutral,communication,18.0,1,5,mid (21-50)
late day,late,day,medium,5.0,1.63,1,1.0,concrete,neutral,time,20.0,1,4,mid (21-50)
late fee,late,fee,medium,5.4,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
late news,late,news,low,4.8,1.26,1,0.7,abstract,neutral,communication,20.0,1,4,late (51+)
late show,late,show,medium,5.2,1.63,1,1.0,concrete,neutral,performance,20.0,1,4,mid (21-50)
launch pad,launch,pad,high,5.5,2.07,1,1.0,concrete,neutral,object_neutral,21.5,1,4,early (1-20)
laundry bag,laundry,bag,medium,5.4,1.63,2,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
laundry basket,laundry,basket,high,5.5,2.07,2,1.0,concrete,neutral,household,27.5,1,4,early (1-20)
laundry room,laundry,room,medium,5.6,1.67,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
laundry soap,laundry,soap,medium,5.4,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
lawn care,lawn,care,medium,5.2,1.63,2,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
lawn chair,lawn,chair,medium,5.6,1.67,2,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
lawn mower,lawn,mower,medium,5.6,1.67,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
lay back,lay,back,medium,5.2,1.58,1,0.5,abstract,neutral,action,20.0,1,4,mid (21-50)
lay down,lay,down,medium,5.4,1.58,1,0.5,abstract,neutral,action,20.0,1,4,mid (21-50)
lay off,lay,off,medium,5.4,1.58,2,0.5,abstract,negative,work,20.0,1,4,mid (21-50)
lay out,lay,out,medium,5.4,1.58,2,0.5,abstract,neutral,action,20.0,1,4,mid (21-50)
layer cake,layer,cake,medium,5.4,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
lead on,lead,on,medium,5.2,1.57,1,0.4,abstract,negative,action,20.0,1,4,mid (21-50)
lead way,lead,way,medium,5.2,1.58,1,0.5,abstract,positive,action,20.0,1,4,mid (21-50)
lean back,lean,back,medium,5.2,1.58,1,0.5,abstract,neutral,action,20.0,1,4,mid (21-50)
learn about,learn,about,medium,5.6,1.62,1,0.5,abstract,neutral,thought,20.0,1,4,mid (21-50)
leave out,leave,out,medium,5.4,1.58,1,0.5,abstract,negative,action,20.0,1,4,mid (21-50)
left field,left,field,medium,5.4,1.63,1,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
leg work,leg,work,medium,5.2,1.58,1,0.5,abstract,neutral,work,20.0,1,4,mid (21-50)
legal pad,legal,pad,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
lemon bar,lemon,bar,medium,5.2,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
lemon cake,lemon,cake,medium,5.4,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
lemon drop,lemon,drop,medium,5.4,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
lemon juice,lemon,juice,medium,5.8,1.67,1,1.0,concrete,neutral,drink,20.0,1,4,mid (21-50)
lemon peel,lemon,peel,medium,5.4,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
lemon tea,lemon,tea,medium,5.2,1.63,1,1.0,concrete,neutral,drink,20.0,1,4,mid (21-50)
lemonade stand,lemonade,stand,medium,5.4,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
let down,let,down,medium,5.4,1.58,1,0.5,abstract,negative,action,20.0,1,4,mid (21-50)
let in,let,in,medium,5.4,1.58,1,0.5,abstract,neutral,action,20.0,1,4,mid (21-50)
letter opener,letter,opener,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
library book,library,book,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
library card,library,card,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
life boat,life,boat,medium,5.4,1.63,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
life path,life,path,medium,5.2,1.57,1,0.4,abstract,neutral,thought,20.0,1,4,mid (21-50)
light beer,light,beer,medium,5.4,1.63,3,1.0,concrete,neutral,drink,20.0,1,4,mid (21-50)
light bulb,light,bulb,high,5.5,2.07,3,1.0,concrete,neutral,household,21.5,1,4,early (1-20)
light fixture,light,fixture,medium,5.4,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
light rain,light,rain,medium,5.4,1.63,1,1.0,concrete,neutral,weather,20.0,1,4,mid (21-50)
light shade,light,shade,medium,5.4,1.63,4,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
light show,light,show,medium,5.4,1.63,4,1.0,concrete,neutral,performance,20.0,1,4,mid (21-50)
light switch,light,switch,medium,5.6,1.67,4,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
lightning bolt,lightning,bolt,medium,5.4,1.63,1,1.0,concrete,neutral,weather,20.0,1,4,mid (21-50)
lightning strike,lightning,strike,medium,5.2,1.63,1,1.0,concrete,neutral,weather,20.0,1,4,mid (21-50)
lily pad,lily,pad,medium,5.4,1.63,2,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
lily pond,lily,pond,medium,5.2,1.63,2,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
lima bean,lima,bean,medium,5.2,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
lime green,lime,green,medium,5.4,1.63,1,1.0,concrete,neutral,color,20.0,1,4,mid (21-50)
lime juice,lime,juice,medium,5.6,1.67,1,1.0,concrete,neutral,drink,20.0,1,4,mid (21-50)
lime pie,lime,pie,medium,5.2,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
line dance,line,dance,medium,5.4,1.63,1,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
line item,line,item,medium,5.2,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
lined paper,lined,paper,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
link fence,link,fence,high,5.5,2.07,1,1.0,concrete,neutral,household,21.5,1,4,early (1-20)
lint trap,lint,trap,medium,5.0,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
list price,list,price,medium,5.2,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
listen up,listen,up,medium,5.4,1.58,1,0.5,abstract,neutral,communication,20.0,1,4,mid (21-50)
live concert,live,concert,medium,5.2,1.63,1,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
live demo,live,demo,medium,5.2,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
live music,live,music,medium,5.4,1.63,1,1.0,concrete,neutral,music,20.0,1,4,mid (21-50)
live on,live,on,medium,5.4,1.58,1,0.5,abstract,neutral,action,20.0,1,4,mid (21-50)
live show,live,show,medium,5.4,1.63,1,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
live through,live,through,medium,5.2,1.58,1,0.5,abstract,positive,action,20.0,1,4,mid (21-50)
living room,living,room,high,6.5,2.23,1,1.0,concrete,neutral,household,21.0,1,5,early (1-20)
loading dock,loading,dock,medium,5.2,1.63,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
lobby area,lobby,area,medium,5.2,1.63,1,1.0,concrete,neutral,work,20.0,1,4,mid (21-50)
lobster tail,lobster,tail,medium,5.2,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
local business,local,business,medium,5.2,1.63,1,1.0,concrete,neutral,work,20.0,1,4,mid (21-50)
lock out,lock,out,medium,5.2,1.58,1,0.5,abstract,negative,action,20.0,1,4,mid (21-50)
locker room,locker,room,medium,5.6,1.67,1,1.0,concrete,neutral,building,20.0,1,4,mid (21-50)
lodge pole,lodge,pole,high,5.0,2.05,1,1.0,concrete,neutral,object_neutral,22.5,1,3,early (1-20)
log book,log,book,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
log in,log,in,medium,5.6,1.67,1,1.0,concrete,neutral,technology,20.0,1,4,mid (21-50)
log out,log,out,medium,5.4,1.63,1,1.0,concrete,neutral,technology,20.0,1,4,mid (21-50)
lollipop stick,lollipop,stick,low,5.0,1.36,1,1.0,concrete,neutral,food,20.0,1,4,late (51+)
long day,long,day,medium,5.6,1.67,2,1.0,concrete,neutral,time,20.0,1,4,mid (21-50)
long haul,long,haul,medium,5.2,1.57,3,0.4,abstract,neutral,time,20.0,1,4,mid (21-50)
long jump,long,jump,medium,5.4,1.63,1,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
long run,long,run,medium,5.6,1.61,1,0.4,abstract,neutral,time,20.0,1,4,mid (21-50)
long shot,long,shot,medium,5.4,1.57,2,0.4,abstract,neutral,thought,20.0,1,4,mid (21-50)
long time,long,time,high,5.8,2.06,2,0.7,abstract,neutral,time,20.0,1,4,early (1-20)
long way,long,way,high,5.8,2.05,2,0.6,abstract,neutral,distance,20.0,1,4,early (1-20)
long winter,long,winter,medium,5.2,1.63,2,1.0,concrete,neutral,time,20.0,1,4,mid (21-50)
look around,look,around,medium,5.6,1.62,2,0.5,abstract,neutral,action,20.0,1,4,mid (21-50)
look away,look,away,medium,5.4,1.58,2,0.5,abstract,neutral,action,20.0,1,4,mid (21-50)
look back,look,back,medium,5.6,1.62,1,0.5,abstract,neutral,thought,20.0,1,4,mid (21-50)
look through,look,through,medium,5.4,1.58,1,0.5,abstract,neutral,action,20.0,1,4,mid (21-50)
look up,look,up,high,5.8,2.05,1,0.6,abstract,neutral,action,20.0,1,4,early (1-20)
loop hole,loop,hole,medium,5.0,1.58,1,0.5,concrete,neutral,object,20.0,1,4,mid (21-50)
lose out,lose,out,medium,5.2,1.58,1,0.5,abstract,negative,action,20.0,1,4,mid (21-50)
lose way,lose,way,medium,5.2,1.58,1,0.5,abstract,negative,action,20.0,1,4,mid (21-50)
lost track,lost,track,medium,5.2,1.58,1,0.5,abstract,negative,action,20.0,1,4,mid (21-50)
lot number,lot,number,medium,5.0,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
love song,love,song,medium,5.6,1.67,1,1.0,concrete,neutral,music,20.0,1,4,mid (21-50)
low price,low,price,medium,5.4,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
lucky break,lucky,break,high,5.5,2.07,1,1.0,concrete,neutral,object_neutral,23.0,1,4,early (1-20)
lucky number,lucky,number,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
lunch bag,lunch,bag,medium,5.6,1.67,3,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
lunch box,lunch,box,medium,5.8,2.22,3,1.0,concrete,neutral,object,20.0,1,4,early (1-20)
lunch break,lunch,break,medium,5.8,1.67,3,1.0,concrete,neutral,time,20.0,1,4,mid (21-50)
lunch line,lunch,line,medium,5.2,1.63,1,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
lunch meeting,lunch,meeting,medium,5.2,1.63,2,1.0,concrete,neutral,work,20.0,1,4,mid (21-50)
lunch menu,lunch,menu,medium,5.4,1.63,2,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
lunch room,lunch,room,medium,5.4,2.21,1,1.0,concrete,neutral,school,20.0,1,4,early (1-20)
lunch table,lunch,table,medium,5.4,1.63,3,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
lunch time,lunch,time,medium,5.6,1.67,3,1.0,concrete,neutral,time,20.0,1,4,mid (21-50)
lunch tray,lunch,tray,medium,5.4,1.63,3,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
luxury item,luxury,item,medium,5.0,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
magic number,magic,number,medium,5.2,1.61,1,0.8,concrete,neutral,object,20.0,1,4,mid (21-50)
magic show,magic,show,medium,5.4,1.63,1,1.0,concrete,neutral,performance,20.0,1,4,mid (21-50)
magic trick,magic,trick,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
magic wand,magic,wand,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
mail bag,mail,bag,medium,5.2,1.63,2,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
mail box,mail,box,medium,5.8,1.67,2,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
mail carrier,mail,carrier,medium,5.4,1.63,1,1.0,concrete,neutral,job,20.0,1,4,mid (21-50)
mail delivery,mail,delivery,medium,5.4,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
mail order,mail,order,medium,5.4,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
mail room,mail,room,medium,5.4,1.63,1,1.0,concrete,neutral,work,20.0,1,4,mid (21-50)
mail slot,mail,slot,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
mail truck,mail,truck,medium,5.4,1.63,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
mailing address,mailing,address,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
main dish,main,dish,medium,5.2,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
main entrance,main,entrance,medium,5.4,1.63,1,1.0,concrete,neutral,building,20.0,1,4,mid (21-50)
main idea,main,idea,medium,5.4,1.58,1,0.5,abstract,neutral,thought,20.0,1,4,mid (21-50)
main office,main,office,medium,5.4,1.63,1,1.0,concrete,neutral,work,20.0,1,4,mid (21-50)
main road,main,road,medium,5.4,1.63,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
main street,main,street,medium,5.6,1.67,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
make out,make,out,medium,5.6,1.62,1,0.5,abstract,neutral,action,20.0,1,4,mid (21-50)
make up,make,up,high,5.8,2.05,1,0.6,abstract,neutral,action,20.0,1,4,early (1-20)
make way,make,way,medium,5.4,1.58,1,0.5,abstract,neutral,action,20.0,1,4,mid (21-50)
man hole,man,hole,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
maple leaf,maple,leaf,medium,5.4,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
maple syrup,maple,syrup,medium,5.6,1.67,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
maple tree,maple,tree,medium,5.4,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
marching band,marching,band,medium,5.4,1.63,1,1.0,concrete,neutral,music,20.0,1,4,mid (21-50)
market day,market,day,medium,5.2,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
market place,market,place,medium,5.4,1.63,2,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
market price,market,price,medium,5.4,1.63,2,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
market value,market,value,medium,5.2,1.6,1,0.7,concrete,neutral,commerce,20.0,1,4,mid (21-50)
marshmallow roast,marshmallow,roast,low,5.0,1.36,1,1.0,concrete,neutral,food,20.0,1,4,late (51+)
mashed potato,mashed,potato,medium,5.6,1.67,2,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
mashed potatoes,mashed,potatoes,medium,5.6,1.67,2,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
master key,master,key,high,5.5,2.07,1,1.0,concrete,neutral,object_neutral,21.5,1,4,early (1-20)
math class,math,class,medium,5.6,1.67,2,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
math club,math,club,medium,5.2,1.63,2,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
math test,math,test,medium,5.4,1.63,1,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
me time,me,time,medium,5.2,1.58,1,0.5,abstract,neutral,time,20.0,1,4,mid (21-50)
measuring cup,measuring,cup,medium,5.6,1.67,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
measuring spoon,measuring,spoon,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
meat hook,meat,hook,low,4.8,1.32,1,1.0,concrete,neutral,object,20.0,1,4,late (51+)
meat loaf,meat,loaf,high,5.5,2.07,1,1.0,concrete,neutral,food,20.0,1,4,early (1-20)
meat pie,meat,pie,medium,5.4,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
meet up,meet,up,medium,5.4,1.63,1,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
meeting room,meeting,room,medium,5.4,1.63,1,1.0,concrete,neutral,work,20.0,1,4,mid (21-50)
membership card,membership,card,medium,5.2,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
membership fee,membership,fee,medium,5.2,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
memo pad,memo,pad,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
mental picture,mental,picture,medium,5.2,1.57,1,0.4,abstract,neutral,thought,20.0,1,4,mid (21-50)
menu item,menu,item,medium,5.4,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
mess around,mess,around,medium,5.4,1.58,1,0.5,abstract,negative,action,20.0,1,4,mid (21-50)
mess up,mess,up,medium,5.6,1.62,1,0.5,abstract,negative,action,20.0,1,4,mid (21-50)
middle school,middle,school,medium,5.8,1.67,1,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
mild spring,mild,spring,medium,5.0,1.63,1,1.0,concrete,neutral,time,20.0,1,4,mid (21-50)
miles away,miles,away,medium,5.2,1.58,1,0.5,abstract,neutral,distance,20.0,1,4,mid (21-50)
milk bottle,milk,bottle,medium,5.4,1.63,2,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
milk carton,milk,carton,medium,5.4,1.63,2,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
milk chocolate,milk,chocolate,medium,5.4,1.63,2,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
milk jug,milk,jug,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
milk shake,milk,shake,medium,5.6,2.22,1,1.0,concrete,neutral,drink,20.0,1,4,early (1-20)
mill stone,mill,stone,medium,5.0,1.63,1,1.0,concrete,neutral,agriculture,22.5,1,3,mid (21-50)
mind set,mind,set,medium,5.4,1.57,1,0.4,abstract,neutral,thought,20.0,1,4,mid (21-50)
mine shaft,mine,shaft,high,5.0,2.05,1,1.0,concrete,neutral,object_neutral,22.5,1,3,early (1-20)
mini van,mini,van,medium,5.4,1.63,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
minimum wage,minimum,wage,medium,5.4,1.63,1,1.0,concrete,neutral,work,20.0,1,4,mid (21-50)
mint chocolate,mint,chocolate,medium,5.4,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
mint tea,mint,tea,medium,5.2,1.63,1,1.0,concrete,neutral,drink,20.0,1,4,mid (21-50)
minute hand,minute,hand,high,5.5,2.07,1,1.0,concrete,neutral,object_neutral,23.0,1,4,early (1-20)
mirror frame,mirror,frame,medium,5.2,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
miss out,miss,out,medium,5.4,1.58,1,0.5,abstract,negative,action,20.0,1,4,mid (21-50)
mix tape,mix,tape,medium,5.5,1.67,1,1.0,concrete,neutral,music,18.5,1,4,mid (21-50)
mix up,mix,up,medium,5.6,1.62,1,0.5,abstract,negative,action,20.0,1,4,mid (21-50)
mixed drink,mixed,drink,medium,5.2,1.63,1,1.0,concrete,neutral,drink,20.0,1,4,mid (21-50)
mixed nut,mixed,nut,medium,5.2,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
mixing bowl,mixing,bowl,medium,5.4,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
model number,model,number,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
model plane,model,plane,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
modern art,modern,art,medium,5.2,1.63,1,1.0,concrete,neutral,art,20.0,1,4,mid (21-50)
monitor screen,monitor,screen,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
monkey bars,monkey,bars,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
monster truck,monster,truck,medium,5.4,1.63,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
monthly fee,monthly,fee,medium,5.2,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
moon light,moon,light,medium,5.6,2.22,1,1.0,concrete,neutral,nature,20.0,1,4,early (1-20)
mop bucket,mop,bucket,medium,5.2,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
mop head,mop,head,low,5.0,1.36,1,1.0,concrete,neutral,household,20.0,1,4,late (51+)
morning show,morning,show,medium,5.4,1.63,3,1.0,concrete,neutral,communication,20.0,1,4,mid (21-50)
morning star,morning,star,medium,5.2,1.63,3,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
morning sun,morning,sun,medium,5.4,1.63,3,1.0,concrete,neutral,time,20.0,1,4,mid (21-50)
motor bike,motor,bike,medium,5.4,1.63,2,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
motor boat,motor,boat,medium,5.4,1.63,2,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
motor cycle,motor,cycle,medium,5.6,1.67,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
mountain bike,mountain,bike,medium,5.6,1.67,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
mountain lake,mountain,lake,medium,5.4,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
mountain range,mountain,range,medium,5.4,1.63,2,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
