phrase,word1,word2,bigram_frequency,avg_zipf,PFS,CES_estimate,concreteness_score,abstraction_level,tone_tag,category_tag,difficulty_score,entropy,familiarity,level_tier
lily pond,lily,pond,medium,5.2,1.63,2,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
lima bean,lima,bean,medium,5.2,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
lime green,lime,green,medium,5.4,1.63,1,1.0,concrete,neutral,color,20.0,1,4,mid (21-50)
lime juice,lime,juice,medium,5.6,1.67,1,1.0,concrete,neutral,drink,20.0,1,4,mid (21-50)
lime pie,lime,pie,medium,5.2,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
line dance,line,dance,medium,5.4,1.63,1,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
line item,line,item,medium,5.2,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
lined paper,lined,paper,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
link fence,link,fence,high,5.5,2.07,1,1.0,concrete,neutral,household,21.5,1,4,early (1-20)
lint trap,lint,trap,medium,5.0,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
list price,list,price,medium,5.2,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
live concert,live,concert,medium,5.2,1.63,1,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
live demo,live,demo,medium,5.2,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
live music,live,music,medium,5.4,1.63,1,1.0,concrete,neutral,music,20.0,1,4,mid (21-50)
live show,live,show,medium,5.4,1.63,1,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
living room,living,room,high,6.5,2.23,1,1.0,concrete,neutral,household,21.0,1,5,early (1-20)
loading dock,loading,dock,medium,5.2,1.63,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
lobby area,lobby,area,medium,5.2,1.63,1,1.0,concrete,neutral,work,20.0,1,4,mid (21-50)
lobster tail,lobster,tail,medium,5.2,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
local business,local,business,medium,5.2,1.63,1,1.0,concrete,neutral,work,20.0,1,4,mid (21-50)
locker room,locker,room,medium,5.6,1.67,1,1.0,concrete,neutral,building,20.0,1,4,mid (21-50)
lodge pole,lodge,pole,high,5.0,2.05,1,1.0,concrete,neutral,object_neutral,22.5,1,3,early (1-20)
log book,log,book,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
log in,log,in,medium,5.6,1.67,1,1.0,concrete,neutral,technology,20.0,1,4,mid (21-50)
log out,log,out,medium,5.4,1.63,1,1.0,concrete,neutral,technology,20.0,1,4,mid (21-50)
long day,long,day,medium,5.6,1.67,2,1.0,concrete,neutral,time,20.0,1,4,mid (21-50)
long jump,long,jump,medium,5.4,1.63,1,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
long winter,long,winter,medium,5.2,1.63,2,1.0,concrete,neutral,time,20.0,1,4,mid (21-50)
lot number,lot,number,medium,5.0,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
love song,love,song,medium,5.6,1.67,1,1.0,concrete,neutral,music,20.0,1,4,mid (21-50)
low price,low,price,medium,5.4,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
lucky break,lucky,break,high,5.5,2.07,1,1.0,concrete,neutral,object_neutral,23.0,1,4,early (1-20)
lucky number,lucky,number,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
lunch box,lunch,box,medium,5.8,2.22,3,1.0,concrete,neutral,object,20.0,1,4,early (1-20)
lunch line,lunch,line,medium,5.2,1.63,1,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
lunch meeting,lunch,meeting,medium,5.2,1.63,2,1.0,concrete,neutral,work,20.0,1,4,mid (21-50)
lunch menu,lunch,menu,medium,5.4,1.63,2,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
lunch room,lunch,room,medium,5.4,2.21,1,1.0,concrete,neutral,school,20.0,1,4,early (1-20)
luxury item,luxury,item,medium,5.0,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
magic number,magic,number,medium,5.2,1.61,1,0.8,concrete,neutral,object,20.0,1,4,mid (21-50)
magic show,magic,show,medium,5.4,1.63,1,1.0,concrete,neutral,performance,20.0,1,4,mid (21-50)
magic trick,magic,trick,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
magic wand,magic,wand,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
mail bag,mail,bag,medium,5.2,1.63,2,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
mail box,mail,box,medium,5.8,1.67,2,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
mail carrier,mail,carrier,medium,5.4,1.63,1,1.0,concrete,neutral,job,20.0,1,4,mid (21-50)
mail delivery,mail,delivery,medium,5.4,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
mail order,mail,order,medium,5.4,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
mail room,mail,room,medium,5.4,1.63,1,1.0,concrete,neutral,work,20.0,1,4,mid (21-50)
mail slot,mail,slot,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
mail truck,mail,truck,medium,5.4,1.63,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
mailing address,mailing,address,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
main dish,main,dish,medium,5.2,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
main entrance,main,entrance,medium,5.4,1.63,1,1.0,concrete,neutral,building,20.0,1,4,mid (21-50)
main office,main,office,medium,5.4,1.63,1,1.0,concrete,neutral,work,20.0,1,4,mid (21-50)
main road,main,road,medium,5.4,1.63,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
main street,main,street,medium,5.6,1.67,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
man hole,man,hole,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
maple leaf,maple,leaf,medium,5.4,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
maple syrup,maple,syrup,medium,5.6,1.67,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
maple tree,maple,tree,medium,5.4,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
marching band,marching,band,medium,5.4,1.63,1,1.0,concrete,neutral,music,20.0,1,4,mid (21-50)
market day,market,day,medium,5.2,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
market place,market,place,medium,5.4,1.63,2,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
market price,market,price,medium,5.4,1.63,2,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
market value,market,value,medium,5.2,1.6,1,0.7,concrete,neutral,commerce,20.0,1,4,mid (21-50)
mashed potato,mashed,potato,medium,5.6,1.67,2,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
mashed potatoes,mashed,potatoes,medium,5.6,1.67,2,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
master key,master,key,high,5.5,2.07,1,1.0,concrete,neutral,object_neutral,21.5,1,4,early (1-20)
math class,math,class,medium,5.6,1.67,2,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
math club,math,club,medium,5.2,1.63,2,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
math test,math,test,medium,5.4,1.63,1,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
measuring cup,measuring,cup,medium,5.6,1.67,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
measuring spoon,measuring,spoon,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
meat loaf,meat,loaf,high,5.5,2.07,1,1.0,concrete,neutral,food,20.0,1,4,early (1-20)
meat pie,meat,pie,medium,5.4,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
meet up,meet,up,medium,5.4,1.63,1,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
meeting room,meeting,room,medium,5.4,1.63,1,1.0,concrete,neutral,work,20.0,1,4,mid (21-50)
membership card,membership,card,medium,5.2,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
membership fee,membership,fee,medium,5.2,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
memo pad,memo,pad,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
menu item,menu,item,medium,5.4,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
middle school,middle,school,medium,5.8,1.67,1,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
mild spring,mild,spring,medium,5.0,1.63,1,1.0,concrete,neutral,time,20.0,1,4,mid (21-50)
milk bottle,milk,bottle,medium,5.4,1.63,2,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
milk carton,milk,carton,medium,5.4,1.63,2,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
milk chocolate,milk,chocolate,medium,5.4,1.63,2,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
milk jug,milk,jug,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
milk shake,milk,shake,medium,5.6,2.22,1,1.0,concrete,neutral,drink,20.0,1,4,early (1-20)
mill stone,mill,stone,medium,5.0,1.63,1,1.0,concrete,neutral,agriculture,22.5,1,3,mid (21-50)
mine shaft,mine,shaft,high,5.0,2.05,1,1.0,concrete,neutral,object_neutral,22.5,1,3,early (1-20)
mini van,mini,van,medium,5.4,1.63,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
minimum wage,minimum,wage,medium,5.4,1.63,1,1.0,concrete,neutral,work,20.0,1,4,mid (21-50)
mint chocolate,mint,chocolate,medium,5.4,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
mint tea,mint,tea,medium,5.2,1.63,1,1.0,concrete,neutral,drink,20.0,1,4,mid (21-50)
minute hand,minute,hand,high,5.5,2.07,1,1.0,concrete,neutral,object_neutral,23.0,1,4,early (1-20)
mirror frame,mirror,frame,medium,5.2,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
mix tape,mix,tape,medium,5.5,1.67,1,1.0,concrete,neutral,music,18.5,1,4,mid (21-50)
mixed drink,mixed,drink,medium,5.2,1.63,1,1.0,concrete,neutral,drink,20.0,1,4,mid (21-50)
mixed nut,mixed,nut,medium,5.2,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
mixing bowl,mixing,bowl,medium,5.4,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
model number,model,number,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
model plane,model,plane,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
modern art,modern,art,medium,5.2,1.63,1,1.0,concrete,neutral,art,20.0,1,4,mid (21-50)
monitor screen,monitor,screen,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
monkey bars,monkey,bars,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
monster truck,monster,truck,medium,5.4,1.63,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
monthly fee,monthly,fee,medium,5.2,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
moon light,moon,light,medium,5.6,2.22,1,1.0,concrete,neutral,nature,20.0,1,4,early (1-20)
mop bucket,mop,bucket,medium,5.2,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
motor bike,motor,bike,medium,5.4,1.63,2,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
motor boat,motor,boat,medium,5.4,1.63,2,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
motor cycle,motor,cycle,medium,5.6,1.67,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
mountain bike,mountain,bike,medium,5.6,1.67,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
mountain lake,mountain,lake,medium,5.4,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
mountain range,mountain,range,medium,5.4,1.63,2,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
mountain road,mountain,road,medium,5.2,1.63,2,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
mountain side,mountain,side,medium,5.4,1.63,2,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
mountain stream,mountain,stream,medium,5.2,1.63,2,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
mountain top,mountain,top,medium,5.6,1.67,2,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
mountain trail,mountain,trail,medium,5.4,1.63,2,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
mountain view,mountain,view,medium,5.6,1.67,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
mouse click,mouse,click,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
mouse pad,mouse,pad,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
mouse trap,mouse,trap,medium,5.4,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
movie night,movie,night,medium,5.6,1.67,1,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
movie poster,movie,poster,medium,5.4,1.63,2,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
movie review,movie,review,medium,5.2,1.63,1,1.0,concrete,neutral,communication,20.0,1,4,mid (21-50)
moving truck,moving,truck,medium,5.4,1.63,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
moving van,moving,van,medium,5.2,1.63,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
mud flap,mud,flap,medium,5.5,1.67,1,1.0,concrete,neutral,transport,18.5,1,4,mid (21-50)
mud puddle,mud,puddle,medium,5.4,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
mud room,mud,room,medium,5.0,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
museum guide,museum,guide,medium,5.2,1.63,1,1.0,concrete,neutral,job,20.0,1,4,mid (21-50)
music box,music,box,medium,5.5,1.67,1,1.0,concrete,neutral,music,20.0,1,4,mid (21-50)
music class,music,class,medium,5.4,1.63,1,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
music festival,music,festival,medium,5.4,1.63,1,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
music hall,music,hall,medium,5.2,1.63,1,1.0,concrete,neutral,building,20.0,1,4,mid (21-50)
music lesson,music,lesson,medium,5.4,1.63,2,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
music room,music,room,medium,5.4,1.63,1,1.0,concrete,neutral,school,20.0,1,4,mid (21-50)
music stand,music,stand,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
music teacher,music,teacher,medium,5.4,1.63,2,1.0,concrete,neutral,job,20.0,1,4,mid (21-50)
mustard seed,mustard,seed,medium,5.0,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
nail hole,nail,hole,medium,5.2,1.63,1,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
name badge,name,badge,medium,5.2,1.63,2,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
name brand,name,brand,medium,5.4,1.63,2,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
name tag,name,tag,medium,5.6,1.67,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
nap time,nap,time,medium,5.4,1.63,1,1.0,concrete,neutral,time,20.0,1,4,mid (21-50)
national park,national,park,medium,5.6,1.67,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
nature park,nature,park,medium,5.4,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
nature trail,nature,trail,medium,5.6,1.67,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
nature walk,nature,walk,medium,5.4,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
neck pillow,neck,pillow,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
neck tie,neck,tie,medium,5.4,1.63,1,1.0,concrete,neutral,clothing,20.0,1,4,mid (21-50)
neighbor kid,neighbor,kid,medium,5.2,1.63,1,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
neon sign,neon,sign,high,5.5,2.07,1,1.0,concrete,neutral,object_neutral,20.0,1,4,early (1-20)
nest egg,nest,egg,high,5.5,2.07,1,1.0,concrete,neutral,object_neutral,18.5,1,4,early (1-20)
network cable,network,cable,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
new car,new,car,medium,5.8,1.67,2,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
new friend,new,friend,medium,5.6,1.67,2,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
new item,new,item,medium,5.2,1.63,2,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
new moon,new,moon,medium,5.4,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
news paper,news,paper,high,5.8,2.07,1,1.0,concrete,neutral,object,20.0,1,4,early (1-20)
news show,news,show,medium,5.2,1.63,2,1.0,concrete,neutral,communication,20.0,1,4,mid (21-50)
news stand,news,stand,medium,5.4,1.63,2,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
next door,next,door,medium,5.6,1.67,1,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
nice day,nice,day,medium,5.6,1.67,1,1.0,concrete,neutral,time,20.0,1,4,mid (21-50)
night club,night,club,medium,5.4,1.63,2,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
night light,night,light,medium,5.6,1.67,2,1.0,concrete,neutral,household,20.0,1,4,mid (21-50)
night stand,night,stand,medium,5.6,2.22,4,1.0,concrete,neutral,household,20.0,1,4,early (1-20)
noodle soup,noodle,soup,medium,5.4,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
north star,north,star,medium,5.4,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
note book,note,book,medium,5.6,2.22,1,1.0,concrete,neutral,object,20.0,1,4,early (1-20)
note card,note,card,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
note pad,note,pad,medium,5.4,1.63,2,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
note paper,note,paper,medium,5.4,1.63,2,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
nut butter,nut,butter,medium,5.2,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
nut milk,nut,milk,medium,5.2,1.63,1,1.0,concrete,neutral,drink,20.0,1,4,mid (21-50)
oak leaf,oak,leaf,medium,5.4,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
oak tree,oak,tree,medium,5.6,1.67,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
oat meal,oat,meal,medium,5.6,1.67,2,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
oat milk,oat,milk,medium,5.2,1.63,2,1.0,concrete,neutral,drink,20.0,1,4,mid (21-50)
oatmeal cookie,oatmeal,cookie,medium,5.4,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
ocean breeze,ocean,breeze,medium,5.4,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
ocean floor,ocean,floor,medium,5.4,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
ocean side,ocean,side,medium,5.2,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
ocean view,ocean,view,medium,5.6,1.67,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
ocean water,ocean,water,medium,5.4,1.63,2,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
ocean wave,ocean,wave,medium,5.6,1.67,2,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
off day,off,day,medium,5.2,1.63,1,1.0,concrete,neutral,time,20.0,1,4,mid (21-50)
office building,office,building,medium,5.6,1.67,1,1.0,concrete,neutral,work,20.0,1,4,mid (21-50)
office chair,office,chair,medium,5.6,1.67,1,1.0,concrete,neutral,work,20.0,1,4,mid (21-50)
office desk,office,desk,medium,5.4,1.63,1,1.0,concrete,neutral,work,20.0,1,4,mid (21-50)
office hours,office,hours,medium,5.4,1.63,1,1.0,concrete,neutral,work,20.0,1,4,mid (21-50)
office manager,office,manager,medium,5.4,1.63,1,1.0,concrete,neutral,job,20.0,1,4,mid (21-50)
office party,office,party,medium,5.2,1.63,2,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
office phone,office,phone,medium,5.4,1.63,2,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
office space,office,space,medium,5.6,1.67,2,1.0,concrete,neutral,work,20.0,1,4,mid (21-50)
office supply,office,supply,medium,5.4,1.63,2,1.0,concrete,neutral,work,20.0,1,4,mid (21-50)
office worker,office,worker,medium,5.4,1.63,1,1.0,concrete,neutral,job,20.0,1,4,mid (21-50)
oil change,oil,change,medium,5.4,1.63,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
oil filter,oil,filter,medium,5.2,1.63,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
oil pump,oil,pump,medium,5.0,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
old car,old,car,medium,5.6,1.67,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
old friend,old,friend,medium,5.6,1.67,2,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
olive oil,olive,oil,medium,5.6,1.67,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
on sale,on,sale,high,5.8,2.07,1,1.0,concrete,neutral,commerce,20.0,1,4,early (1-20)
one stop,one,stop,medium,5.4,1.61,1,0.8,concrete,neutral,commerce,20.0,1,4,mid (21-50)
one way,one,way,medium,5.6,1.67,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
onion ring,onion,ring,medium,5.6,1.67,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
onion soup,onion,soup,medium,5.4,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
online order,online,order,medium,5.4,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
online shopping,online,shopping,medium,5.6,1.67,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
open field,open,field,medium,5.4,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
open market,open,market,medium,5.2,1.6,2,0.7,concrete,neutral,commerce,20.0,1,4,mid (21-50)
open road,open,road,medium,5.4,1.61,1,0.8,concrete,neutral,transport,20.0,1,4,mid (21-50)
opening night,opening,night,medium,5.2,1.63,1,1.0,concrete,neutral,social,20.0,1,4,mid (21-50)
orange juice,orange,juice,high,6.2,2.23,1,1.0,concrete,neutral,drink,20.0,1,4,early (1-20)
orange peel,orange,peel,medium,5.6,1.67,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
orange slice,orange,slice,medium,5.4,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
order form,order,form,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
order number,order,number,medium,5.4,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
out field,out,field,medium,5.2,1.63,1,1.0,concrete,neutral,sports,20.0,1,4,mid (21-50)
over time,over,time,medium,5.4,1.63,1,1.0,concrete,neutral,time,20.0,1,4,mid (21-50)
overnight shipping,overnight,shipping,medium,5.2,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
owner manual,owner,manual,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
oyster cracker,oyster,cracker,medium,5.0,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
package delivery,package,delivery,medium,5.4,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
packing tape,packing,tape,high,5.5,2.07,1,1.0,concrete,neutral,household,24.5,1,4,early (1-20)
paddle boat,paddle,boat,medium,5.2,1.63,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
paid leave,paid,leave,medium,5.2,1.63,1,1.0,concrete,neutral,work,20.0,1,4,mid (21-50)
paid time,paid,time,medium,5.2,1.63,1,1.0,concrete,neutral,work,20.0,1,4,mid (21-50)
paint brush,paint,brush,medium,5.6,1.67,1,1.0,concrete,neutral,tool,20.0,1,4,mid (21-50)
paint can,paint,can,medium,5.4,1.63,2,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
paint chip,paint,chip,medium,5.0,1.63,2,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
paint roller,paint,roller,medium,5.2,1.63,1,1.0,concrete,neutral,tool,20.0,1,4,mid (21-50)
paint set,paint,set,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
palm tree,palm,tree,medium,5.6,1.67,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
pan handle,pan,handle,high,5.5,2.07,1,1.0,concrete,neutral,household,21.5,1,4,early (1-20)
pancake batter,pancake,batter,medium,5.2,1.63,1,1.0,concrete,neutral,food,20.0,1,4,mid (21-50)
paper file,paper,file,medium,5.2,1.63,2,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
paper filter,paper,filter,medium,5.0,1.63,2,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
paper jam,paper,jam,high,5.5,2.07,1,1.0,concrete,neutral,object_neutral,20.0,1,4,early (1-20)
paper napkin,paper,napkin,medium,5.4,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
paper plane,paper,plane,medium,5.4,1.63,2,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
paper plate,paper,plate,medium,5.6,1.67,2,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
paper shredder,paper,shredder,medium,5.2,1.63,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
paper towel,paper,towel,high,6.5,2.07,2,0.7,concrete,neutral,household,26.0,2,5,early (1-20)
paper trail,paper,trail,high,5.5,2.06,2,0.7,concrete,neutral,object_neutral,28.0,2,4,early (1-20)
paper weight,paper,weight,medium,5.2,1.63,2,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
paper work,paper,work,medium,5.6,1.64,2,0.7,concrete,neutral,work,20.0,1,4,mid (21-50)
park bench,park,bench,medium,5.6,1.67,1,1.0,concrete,neutral,object,20.0,1,4,mid (21-50)
park entrance,park,entrance,medium,5.2,1.63,1,1.0,concrete,neutral,nature,20.0,1,4,mid (21-50)
park ranger,park,ranger,medium,5.4,1.63,1,1.0,concrete,neutral,job,20.0,1,4,mid (21-50)
parking fee,parking,fee,medium,5.4,1.63,1,1.0,concrete,neutral,commerce,20.0,1,4,mid (21-50)
parking garage,parking,garage,medium,5.4,1.63,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
parking lot,parking,lot,high,5.8,2.22,1,1.0,concrete,neutral,transport,20.0,1,4,early (1-20)
parking meter,parking,meter,medium,5.4,1.63,1,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
parking space,parking,space,medium,5.4,1.63,2,1.0,concrete,neutral,transport,20.0,1,4,mid (21-50)
