phrase,word1,word2,bigram_frequency,avg_zipf,PFS,CES_estimate,concreteness_score,abstraction_level,tone_tag,category_tag,difficulty_score,entropy,familiarity
lake view,lake,view,medium,5.4,6.4,1,1.0,concrete,neutral,nature,20.0,1,4
lake water,lake,water,medium,5.4,6.4,1,1.0,concrete,neutral,nature,20.0,1,4
lamb chop,lamb,chop,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
lamp post,lamp,post,high,5.5,5.7,1,1.0,concrete,neutral,object_neutral,20.0,1,4
lamp shade,lamp,shade,medium,5.6,6.6,2,1.0,concrete,neutral,household,20.0,1,4
lamp stand,lamp,stand,medium,5.2,6.2,2,1.0,concrete,neutral,household,20.0,1,4
lap top,lap,top,high,5.8,6.8,1,1.0,concrete,neutral,object,20.0,1,4
laser beam,laser,beam,medium,5.2,6.2,1,1.0,concrete,neutral,object,20.0,1,4
laser show,laser,show,medium,5.2,6.2,1,1.0,concrete,neutral,performance,20.0,1,4
last chance,last,chance,medium,5.6,6.6,1,0.5,abstract,neutral,thought,20.0,1,4
last word,last,word,medium,6.5,6.9,1,1.0,concrete,neutral,communication,18.0,1,5
late day,late,day,medium,5.0,6.0,1,1.0,concrete,neutral,time,20.0,1,4
late fee,late,fee,medium,5.4,6.4,1,1.0,concrete,neutral,commerce,20.0,1,4
late news,late,news,low,4.8,5.8,1,0.7,abstract,neutral,communication,20.0,1,4
late show,late,show,medium,5.2,6.2,1,1.0,concrete,neutral,performance,20.0,1,4
launch pad,launch,pad,high,5.5,5.7,1,1.0,concrete,neutral,object_neutral,21.5,1,4
laundry bag,laundry,bag,medium,5.4,6.4,2,1.0,concrete,neutral,household,20.0,1,4
laundry basket,laundry,basket,high,5.5,5.7,2,1.0,concrete,neutral,household,27.5,1,4
laundry room,laundry,room,medium,5.6,6.6,1,1.0,concrete,neutral,household,20.0,1,4
laundry soap,laundry,soap,medium,5.4,6.4,1,1.0,concrete,neutral,household,20.0,1,4
lawn care,lawn,care,medium,5.2,6.2,2,1.0,concrete,neutral,household,20.0,1,4
lawn chair,lawn,chair,medium,5.6,6.6,2,1.0,concrete,neutral,object,20.0,1,4
lawn mower,lawn,mower,medium,5.6,6.6,1,1.0,concrete,neutral,object,20.0,1,4
lay back,lay,back,medium,5.2,6.2,1,0.5,abstract,neutral,action,20.0,1,4
lay down,lay,down,medium,5.4,6.4,1,0.5,abstract,neutral,action,20.0,1,4
lay off,lay,off,medium,5.4,6.4,2,0.5,abstract,negative,work,20.0,1,4
lay out,lay,out,medium,5.4,6.4,2,0.5,abstract,neutral,action,20.0,1,4
layer cake,layer,cake,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
lead on,lead,on,medium,5.2,6.2,1,0.4,abstract,negative,action,20.0,1,4
lead way,lead,way,medium,5.2,6.2,1,0.5,abstract,positive,action,20.0,1,4
lean back,lean,back,medium,5.2,6.2,1,0.5,abstract,neutral,action,20.0,1,4
learn about,learn,about,medium,5.6,6.6,1,0.5,abstract,neutral,thought,20.0,1,4
leave out,leave,out,medium,5.4,6.4,1,0.5,abstract,negative,action,20.0,1,4
left field,left,field,medium,5.4,6.4,1,1.0,concrete,neutral,sports,20.0,1,4
leg work,leg,work,medium,5.2,6.2,1,0.5,abstract,neutral,work,20.0,1,4
legal pad,legal,pad,medium,5.4,6.4,1,1.0,concrete,neutral,object,20.0,1,4
lemon bar,lemon,bar,medium,5.2,6.2,1,1.0,concrete,neutral,food,20.0,1,4
lemon cake,lemon,cake,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
lemon drop,lemon,drop,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
lemon juice,lemon,juice,medium,5.8,6.8,1,1.0,concrete,neutral,drink,20.0,1,4
lemon peel,lemon,peel,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
lemon tea,lemon,tea,medium,5.2,6.2,1,1.0,concrete,neutral,drink,20.0,1,4
lemonade stand,lemonade,stand,medium,5.4,6.4,1,1.0,concrete,neutral,commerce,20.0,1,4
let down,let,down,medium,5.4,6.4,1,0.5,abstract,negative,action,20.0,1,4
let in,let,in,medium,5.4,6.4,1,0.5,abstract,neutral,action,20.0,1,4
letter opener,letter,opener,medium,5.2,6.2,1,1.0,concrete,neutral,object,20.0,1,4
library book,library,book,medium,5.4,6.4,1,1.0,concrete,neutral,object,20.0,1,4
library card,library,card,medium,5.4,6.4,1,1.0,concrete,neutral,object,20.0,1,4
life boat,life,boat,medium,5.4,6.4,1,1.0,concrete,neutral,transport,20.0,1,4
life path,life,path,medium,5.2,6.2,1,0.4,abstract,neutral,thought,20.0,1,4
light beer,light,beer,medium,5.4,6.4,3,1.0,concrete,neutral,drink,20.0,1,4
light bulb,light,bulb,high,5.5,5.7,3,1.0,concrete,neutral,household,21.5,1,4
light fixture,light,fixture,medium,5.4,6.4,1,1.0,concrete,neutral,household,20.0,1,4
light rain,light,rain,medium,5.4,6.4,1,1.0,concrete,neutral,weather,20.0,1,4
light shade,light,shade,medium,5.4,6.4,4,1.0,concrete,neutral,household,20.0,1,4
light show,light,show,medium,5.4,6.4,4,1.0,concrete,neutral,performance,20.0,1,4
light switch,light,switch,medium,5.6,6.6,4,1.0,concrete,neutral,household,20.0,1,4
lightning bolt,lightning,bolt,medium,5.4,6.4,1,1.0,concrete,neutral,weather,20.0,1,4
lightning strike,lightning,strike,medium,5.2,6.2,1,1.0,concrete,neutral,weather,20.0,1,4
lily pad,lily,pad,medium,5.4,6.4,2,1.0,concrete,neutral,nature,20.0,1,4
lily pond,lily,pond,medium,5.2,6.2,2,1.0,concrete,neutral,nature,20.0,1,4
lima bean,lima,bean,medium,5.2,6.2,1,1.0,concrete,neutral,food,20.0,1,4
lime green,lime,green,medium,5.4,6.4,1,1.0,concrete,neutral,color,20.0,1,4
lime juice,lime,juice,medium,5.6,6.6,1,1.0,concrete,neutral,drink,20.0,1,4
lime pie,lime,pie,medium,5.2,6.2,1,1.0,concrete,neutral,food,20.0,1,4
line dance,line,dance,medium,5.4,6.4,1,1.0,concrete,neutral,social,20.0,1,4
line item,line,item,medium,5.2,6.2,1,1.0,concrete,neutral,commerce,20.0,1,4
lined paper,lined,paper,medium,5.4,6.4,1,1.0,concrete,neutral,object,20.0,1,4
link fence,link,fence,high,5.5,5.7,1,1.0,concrete,neutral,household,21.5,1,4
lint trap,lint,trap,medium,5.0,6.0,1,1.0,concrete,neutral,household,20.0,1,4
list price,list,price,medium,5.2,6.2,1,1.0,concrete,neutral,commerce,20.0,1,4
listen up,listen,up,medium,5.4,6.4,1,0.5,abstract,neutral,communication,20.0,1,4
live concert,live,concert,medium,5.2,6.2,1,1.0,concrete,neutral,social,20.0,1,4
live demo,live,demo,medium,5.2,6.2,1,1.0,concrete,neutral,commerce,20.0,1,4
live music,live,music,medium,5.4,6.4,1,1.0,concrete,neutral,music,20.0,1,4
live on,live,on,medium,5.4,6.4,1,0.5,abstract,neutral,action,20.0,1,4
live show,live,show,medium,5.4,6.4,1,1.0,concrete,neutral,social,20.0,1,4
live through,live,through,medium,5.2,6.2,1,0.5,abstract,positive,action,20.0,1,4
living room,living,room,high,6.5,6.9,1,1.0,concrete,neutral,household,21.0,1,5
loading dock,loading,dock,medium,5.2,6.2,1,1.0,concrete,neutral,transport,20.0,1,4
lobby area,lobby,area,medium,5.2,6.2,1,1.0,concrete,neutral,work,20.0,1,4
lobster tail,lobster,tail,medium,5.2,6.2,1,1.0,concrete,neutral,food,20.0,1,4
local business,local,business,medium,5.2,6.2,1,1.0,concrete,neutral,work,20.0,1,4
lock out,lock,out,medium,5.2,6.2,1,0.5,abstract,negative,action,20.0,1,4
locker room,locker,room,medium,5.6,6.6,1,1.0,concrete,neutral,building,20.0,1,4
lodge pole,lodge,pole,high,5.0,5.0,1,1.0,concrete,neutral,object_neutral,22.5,1,3
log book,log,book,medium,5.2,6.2,1,1.0,concrete,neutral,object,20.0,1,4
log in,log,in,medium,5.6,6.6,1,1.0,concrete,neutral,technology,20.0,1,4
log out,log,out,medium,5.4,6.4,1,1.0,concrete,neutral,technology,20.0,1,4
lollipop stick,lollipop,stick,low,5.0,6.0,1,1.0,concrete,neutral,food,20.0,1,4
long day,long,day,medium,5.6,6.6,2,1.0,concrete,neutral,time,20.0,1,4
long haul,long,haul,medium,5.2,6.2,3,0.4,abstract,neutral,time,20.0,1,4
long jump,long,jump,medium,5.4,6.4,1,1.0,concrete,neutral,sports,20.0,1,4
long run,long,run,medium,5.6,6.6,1,0.4,abstract,neutral,time,20.0,1,4
long shot,long,shot,medium,5.4,6.4,2,0.4,abstract,neutral,thought,20.0,1,4
long time,long,time,high,5.8,6.8,2,0.7,abstract,neutral,time,20.0,1,4
long way,long,way,high,5.8,6.8,2,0.6,abstract,neutral,distance,20.0,1,4
long winter,long,winter,medium,5.2,6.2,2,1.0,concrete,neutral,time,20.0,1,4
look around,look,around,medium,5.6,6.6,2,0.5,abstract,neutral,action,20.0,1,4
look away,look,away,medium,5.4,6.4,2,0.5,abstract,neutral,action,20.0,1,4
look back,look,back,medium,5.6,6.6,1,0.5,abstract,neutral,thought,20.0,1,4
look through,look,through,medium,5.4,6.4,1,0.5,abstract,neutral,action,20.0,1,4
look up,look,up,high,5.8,6.8,1,0.6,abstract,neutral,action,20.0,1,4
loop hole,loop,hole,medium,5.0,6.0,1,0.5,concrete,neutral,object,20.0,1,4
lose out,lose,out,medium,5.2,6.2,1,0.5,abstract,negative,action,20.0,1,4
lose way,lose,way,medium,5.2,6.2,1,0.5,abstract,negative,action,20.0,1,4
lost track,lost,track,medium,5.2,6.2,1,0.5,abstract,negative,action,20.0,1,4
lot number,lot,number,medium,5.0,6.0,1,1.0,concrete,neutral,commerce,20.0,1,4
love song,love,song,medium,5.6,6.6,1,1.0,concrete,neutral,music,20.0,1,4
low price,low,price,medium,5.4,6.4,1,1.0,concrete,neutral,commerce,20.0,1,4
lucky break,lucky,break,high,5.5,5.7,1,1.0,concrete,neutral,object_neutral,23.0,1,4
lucky number,lucky,number,medium,5.4,6.4,1,1.0,concrete,neutral,object,20.0,1,4
lunch bag,lunch,bag,medium,5.6,6.6,3,1.0,concrete,neutral,object,20.0,1,4
lunch box,lunch,box,medium,5.8,6.8,3,1.0,concrete,neutral,object,20.0,1,4
lunch break,lunch,break,medium,5.8,6.8,3,1.0,concrete,neutral,time,20.0,1,4
lunch line,lunch,line,medium,5.2,6.2,1,1.0,concrete,neutral,school,20.0,1,4
lunch meeting,lunch,meeting,medium,5.2,6.2,2,1.0,concrete,neutral,work,20.0,1,4
lunch menu,lunch,menu,medium,5.4,6.4,2,1.0,concrete,neutral,food,20.0,1,4
lunch room,lunch,room,medium,5.4,6.4,1,1.0,concrete,neutral,school,20.0,1,4
lunch table,lunch,table,medium,5.4,6.4,3,1.0,concrete,neutral,school,20.0,1,4
lunch time,lunch,time,medium,5.6,6.6,3,1.0,concrete,neutral,time,20.0,1,4
lunch tray,lunch,tray,medium,5.4,6.4,3,1.0,concrete,neutral,object,20.0,1,4
luxury item,luxury,item,medium,5.0,6.0,1,1.0,concrete,neutral,commerce,20.0,1,4
magic number,magic,number,medium,5.2,6.2,1,0.8,concrete,neutral,object,20.0,1,4
magic show,magic,show,medium,5.4,6.4,1,1.0,concrete,neutral,performance,20.0,1,4
magic trick,magic,trick,medium,5.4,6.4,1,1.0,concrete,neutral,object,20.0,1,4
magic wand,magic,wand,medium,5.4,6.4,1,1.0,concrete,neutral,object,20.0,1,4
mail bag,mail,bag,medium,5.2,6.2,2,1.0,concrete,neutral,object,20.0,1,4
mail box,mail,box,medium,5.8,6.8,2,1.0,concrete,neutral,object,20.0,1,4
mail carrier,mail,carrier,medium,5.4,6.4,1,1.0,concrete,neutral,job,20.0,1,4
mail delivery,mail,delivery,medium,5.4,6.4,1,1.0,concrete,neutral,commerce,20.0,1,4
mail order,mail,order,medium,5.4,6.4,1,1.0,concrete,neutral,commerce,20.0,1,4
mail room,mail,room,medium,5.4,6.4,1,1.0,concrete,neutral,work,20.0,1,4
mail slot,mail,slot,medium,5.2,6.2,1,1.0,concrete,neutral,object,20.0,1,4
mail truck,mail,truck,medium,5.4,6.4,1,1.0,concrete,neutral,transport,20.0,1,4
mailing address,mailing,address,medium,5.4,6.4,1,1.0,concrete,neutral,object,20.0,1,4
main dish,main,dish,medium,5.2,6.2,1,1.0,concrete,neutral,food,20.0,1,4
main entrance,main,entrance,medium,5.4,6.4,1,1.0,concrete,neutral,building,20.0,1,4
main idea,main,idea,medium,5.4,6.4,1,0.5,abstract,neutral,thought,20.0,1,4
main office,main,office,medium,5.4,6.4,1,1.0,concrete,neutral,work,20.0,1,4
main road,main,road,medium,5.4,6.4,1,1.0,concrete,neutral,transport,20.0,1,4
main street,main,street,medium,5.6,6.6,1,1.0,concrete,neutral,transport,20.0,1,4
make out,make,out,medium,5.6,6.6,1,0.5,abstract,neutral,action,20.0,1,4
make up,make,up,high,5.8,6.8,1,0.6,abstract,neutral,action,20.0,1,4
make way,make,way,medium,5.4,6.4,1,0.5,abstract,neutral,action,20.0,1,4
man hole,man,hole,medium,5.2,6.2,1,1.0,concrete,neutral,object,20.0,1,4
maple leaf,maple,leaf,medium,5.4,6.4,1,1.0,concrete,neutral,nature,20.0,1,4
maple syrup,maple,syrup,medium,5.6,6.6,1,1.0,concrete,neutral,food,20.0,1,4
maple tree,maple,tree,medium,5.4,6.4,1,1.0,concrete,neutral,nature,20.0,1,4
marching band,marching,band,medium,5.4,6.4,1,1.0,concrete,neutral,music,20.0,1,4
market day,market,day,medium,5.2,6.2,1,1.0,concrete,neutral,commerce,20.0,1,4
market place,market,place,medium,5.4,6.4,2,1.0,concrete,neutral,commerce,20.0,1,4
market price,market,price,medium,5.4,6.4,2,1.0,concrete,neutral,commerce,20.0,1,4
market value,market,value,medium,5.2,6.2,1,0.7,concrete,neutral,commerce,20.0,1,4
marshmallow roast,marshmallow,roast,low,5.0,6.0,1,1.0,concrete,neutral,food,20.0,1,4
mashed potato,mashed,potato,medium,5.6,6.6,2,1.0,concrete,neutral,food,20.0,1,4
mashed potatoes,mashed,potatoes,medium,5.6,6.6,2,1.0,concrete,neutral,food,20.0,1,4
master key,master,key,high,5.5,5.7,1,1.0,concrete,neutral,object_neutral,21.5,1,4
math class,math,class,medium,5.6,6.6,2,1.0,concrete,neutral,school,20.0,1,4
math club,math,club,medium,5.2,6.2,2,1.0,concrete,neutral,school,20.0,1,4
math test,math,test,medium,5.4,6.4,1,1.0,concrete,neutral,school,20.0,1,4
me time,me,time,medium,5.2,6.2,1,0.5,abstract,neutral,time,20.0,1,4
measuring cup,measuring,cup,medium,5.6,6.6,1,1.0,concrete,neutral,object,20.0,1,4
measuring spoon,measuring,spoon,medium,5.4,6.4,1,1.0,concrete,neutral,object,20.0,1,4
meat hook,meat,hook,low,4.8,5.8,1,1.0,concrete,neutral,object,20.0,1,4
meat loaf,meat,loaf,high,5.5,5.7,1,1.0,concrete,neutral,food,20.0,1,4
meat pie,meat,pie,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
meet up,meet,up,medium,5.4,6.4,1,1.0,concrete,neutral,social,20.0,1,4
meeting room,meeting,room,medium,5.4,6.4,1,1.0,concrete,neutral,work,20.0,1,4
membership card,membership,card,medium,5.2,6.2,1,1.0,concrete,neutral,commerce,20.0,1,4
membership fee,membership,fee,medium,5.2,6.2,1,1.0,concrete,neutral,commerce,20.0,1,4
memo pad,memo,pad,medium,5.2,6.2,1,1.0,concrete,neutral,object,20.0,1,4
mental picture,mental,picture,medium,5.2,6.2,1,0.4,abstract,neutral,thought,20.0,1,4
menu item,menu,item,medium,5.4,6.4,1,1.0,concrete,neutral,commerce,20.0,1,4
mess around,mess,around,medium,5.4,6.4,1,0.5,abstract,negative,action,20.0,1,4
mess up,mess,up,medium,5.6,6.6,1,0.5,abstract,negative,action,20.0,1,4
middle school,middle,school,medium,5.8,6.8,1,1.0,concrete,neutral,school,20.0,1,4
mild spring,mild,spring,medium,5.0,6.0,1,1.0,concrete,neutral,time,20.0,1,4
miles away,miles,away,medium,5.2,6.2,1,0.5,abstract,neutral,distance,20.0,1,4
milk bottle,milk,bottle,medium,5.4,6.4,2,1.0,concrete,neutral,object,20.0,1,4
milk carton,milk,carton,medium,5.4,6.4,2,1.0,concrete,neutral,object,20.0,1,4
milk chocolate,milk,chocolate,medium,5.4,6.4,2,1.0,concrete,neutral,food,20.0,1,4
milk jug,milk,jug,medium,5.2,6.2,1,1.0,concrete,neutral,object,20.0,1,4
milk shake,milk,shake,medium,5.6,6.6,1,1.0,concrete,neutral,drink,20.0,1,4
mill stone,mill,stone,medium,5.0,5.0,1,1.0,concrete,neutral,agriculture,22.5,1,3
mind set,mind,set,medium,5.4,6.4,1,0.4,abstract,neutral,thought,20.0,1,4
mine shaft,mine,shaft,high,5.0,5.0,1,1.0,concrete,neutral,object_neutral,22.5,1,3
mini van,mini,van,medium,5.4,6.4,1,1.0,concrete,neutral,transport,20.0,1,4
minimum wage,minimum,wage,medium,5.4,6.4,1,1.0,concrete,neutral,work,20.0,1,4
mint chocolate,mint,chocolate,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
mint tea,mint,tea,medium,5.2,6.2,1,1.0,concrete,neutral,drink,20.0,1,4
minute hand,minute,hand,high,5.5,5.7,1,1.0,concrete,neutral,object_neutral,23.0,1,4
mirror frame,mirror,frame,medium,5.2,6.2,1,1.0,concrete,neutral,household,20.0,1,4
miss out,miss,out,medium,5.4,6.4,1,0.5,abstract,negative,action,20.0,1,4
mix tape,mix,tape,medium,5.5,5.7,1,1.0,concrete,neutral,music,18.5,1,4
mix up,mix,up,medium,5.6,6.6,1,0.5,abstract,negative,action,20.0,1,4
mixed drink,mixed,drink,medium,5.2,6.2,1,1.0,concrete,neutral,drink,20.0,1,4
mixed nut,mixed,nut,medium,5.2,6.2,1,1.0,concrete,neutral,food,20.0,1,4
mixing bowl,mixing,bowl,medium,5.4,6.4,1,1.0,concrete,neutral,household,20.0,1,4
model number,model,number,medium,5.2,6.2,1,1.0,concrete,neutral,object,20.0,1,4
model plane,model,plane,medium,5.2,6.2,1,1.0,concrete,neutral,object,20.0,1,4
modern art,modern,art,medium,5.2,6.2,1,1.0,concrete,neutral,art,20.0,1,4
monitor screen,monitor,screen,medium,5.2,6.2,1,1.0,concrete,neutral,object,20.0,1,4
monkey bars,monkey,bars,medium,5.4,6.4,1,1.0,concrete,neutral,object,20.0,1,4
monster truck,monster,truck,medium,5.4,6.4,1,1.0,concrete,neutral,transport,20.0,1,4
monthly fee,monthly,fee,medium,5.2,6.2,1,1.0,concrete,neutral,commerce,20.0,1,4
moon light,moon,light,medium,5.6,6.6,1,1.0,concrete,neutral,nature,20.0,1,4
mop bucket,mop,bucket,medium,5.2,6.2,1,1.0,concrete,neutral,household,20.0,1,4
mop head,mop,head,low,5.0,6.0,1,1.0,concrete,neutral,household,20.0,1,4
morning show,morning,show,medium,5.4,6.4,3,1.0,concrete,neutral,communication,20.0,1,4
morning star,morning,star,medium,5.2,6.2,3,1.0,concrete,neutral,nature,20.0,1,4
morning sun,morning,sun,medium,5.4,6.4,3,1.0,concrete,neutral,time,20.0,1,4
motor bike,motor,bike,medium,5.4,6.4,2,1.0,concrete,neutral,transport,20.0,1,4
motor boat,motor,boat,medium,5.4,6.4,2,1.0,concrete,neutral,transport,20.0,1,4
motor cycle,motor,cycle,medium,5.6,6.6,1,1.0,concrete,neutral,transport,20.0,1,4
mountain bike,mountain,bike,medium,5.6,6.6,1,1.0,concrete,neutral,transport,20.0,1,4
mountain lake,mountain,lake,medium,5.4,6.4,1,1.0,concrete,neutral,nature,20.0,1,4
mountain range,mountain,range,medium,5.4,6.4,2,1.0,concrete,neutral,nature,20.0,1,4
mountain road,mountain,road,medium,5.2,6.2,2,1.0,concrete,neutral,transport,20.0,1,4
mountain side,mountain,side,medium,5.4,6.4,2,1.0,concrete,neutral,nature,20.0,1,4
mountain stream,mountain,stream,medium,5.2,6.2,2,1.0,concrete,neutral,nature,20.0,1,4
mountain top,mountain,top,medium,5.6,6.6,2,1.0,concrete,neutral,nature,20.0,1,4
mountain trail,mountain,trail,medium,5.4,6.4,2,1.0,concrete,neutral,nature,20.0,1,4
mountain view,mountain,view,medium,5.6,6.6,1,1.0,concrete,neutral,nature,20.0,1,4
mouse click,mouse,click,medium,5.2,6.2,1,1.0,concrete,neutral,object,20.0,1,4
mouse pad,mouse,pad,medium,5.4,6.4,1,1.0,concrete,neutral,object,20.0,1,4
mouse trap,mouse,trap,medium,5.4,6.4,1,1.0,concrete,neutral,household,20.0,1,4
move along,move,along,medium,5.4,6.4,2,0.5,abstract,neutral,action,20.0,1,4
move around,move,around,medium,5.4,6.4,2,0.5,abstract,neutral,action,20.0,1,4
move in,move,in,medium,5.6,6.6,1,0.5,abstract,neutral,action,20.0,1,4
move on,move,on,high,5.8,6.8,1,0.5,abstract,neutral,action,20.0,1,4
movie night,movie,night,medium,5.6,6.6,1,1.0,concrete,neutral,social,20.0,1,4
movie poster,movie,poster,medium,5.4,6.4,2,1.0,concrete,neutral,object,20.0,1,4
movie review,movie,review,medium,5.2,6.2,1,1.0,concrete,neutral,communication,20.0,1,4
movie screen,movie,screen,medium,5.4,6.4,4,1.0,concrete,neutral,object,20.0,1,4
movie star,movie,star,medium,5.6,6.6,4,1.0,concrete,neutral,job,20.0,1,4
movie theater,movie,theater,medium,5.6,6.6,3,1.0,concrete,neutral,building,20.0,1,4
movie ticket,movie,ticket,medium,5.4,6.4,3,1.0,concrete,neutral,object,20.0,1,4
movie time,movie,time,medium,5.4,6.4,3,1.0,concrete,neutral,time,20.0,1,4
moving truck,moving,truck,medium,5.4,6.4,1,1.0,concrete,neutral,transport,20.0,1,4
moving van,moving,van,medium,5.2,6.2,1,1.0,concrete,neutral,transport,20.0,1,4
mud flap,mud,flap,medium,5.5,5.7,1,1.0,concrete,neutral,transport,18.5,1,4
mud puddle,mud,puddle,medium,5.4,6.4,1,1.0,concrete,neutral,nature,20.0,1,4
mud room,mud,room,medium,5.0,6.0,1,1.0,concrete,neutral,household,20.0,1,4
muddle through,muddle,through,low,4.8,5.8,1,0.4,abstract,neutral,action,20.0,1,4
museum guide,museum,guide,medium,5.2,6.2,1,1.0,concrete,neutral,job,20.0,1,4
music box,music,box,medium,5.5,5.7,1,1.0,concrete,neutral,music,20.0,1,4
music class,music,class,medium,5.4,6.4,1,1.0,concrete,neutral,school,20.0,1,4
music festival,music,festival,medium,5.4,6.4,1,1.0,concrete,neutral,social,20.0,1,4
music hall,music,hall,medium,5.2,6.2,1,1.0,concrete,neutral,building,20.0,1,4
music lesson,music,lesson,medium,5.4,6.4,2,1.0,concrete,neutral,school,20.0,1,4
music room,music,room,medium,5.4,6.4,1,1.0,concrete,neutral,school,20.0,1,4
music stand,music,stand,medium,5.2,6.2,1,1.0,concrete,neutral,object,20.0,1,4
music teacher,music,teacher,medium,5.4,6.4,2,1.0,concrete,neutral,job,20.0,1,4
mustard seed,mustard,seed,medium,5.0,6.0,1,1.0,concrete,neutral,food,20.0,1,4
nail down,nail,down,medium,5.2,6.2,1,0.4,abstract,neutral,action,20.0,1,4
nail hole,nail,hole,medium,5.2,6.2,1,1.0,concrete,neutral,household,20.0,1,4
name badge,name,badge,medium,5.2,6.2,2,1.0,concrete,neutral,object,20.0,1,4
name brand,name,brand,medium,5.4,6.4,2,1.0,concrete,neutral,commerce,20.0,1,4
name tag,name,tag,medium,5.6,6.6,1,1.0,concrete,neutral,object,20.0,1,4
nap time,nap,time,medium,5.4,6.4,1,1.0,concrete,neutral,time,20.0,1,4
narrow down,narrow,down,medium,5.2,6.2,1,0.4,abstract,neutral,action,20.0,1,4
narrow path,narrow,path,medium,5.0,6.0,1,0.5,abstract,neutral,action,20.0,1,4
national park,national,park,medium,5.6,6.6,1,1.0,concrete,neutral,nature,20.0,1,4
nature park,nature,park,medium,5.4,6.4,1,1.0,concrete,neutral,nature,20.0,1,4
nature trail,nature,trail,medium,5.6,6.6,1,1.0,concrete,neutral,nature,20.0,1,4
nature walk,nature,walk,medium,5.4,6.4,1,1.0,concrete,neutral,nature,20.0,1,4
neck pillow,neck,pillow,medium,5.2,6.2,1,1.0,concrete,neutral,object,20.0,1,4
neck tie,neck,tie,medium,5.4,6.4,1,1.0,concrete,neutral,clothing,20.0,1,4
neighbor kid,neighbor,kid,medium,5.2,6.2,1,1.0,concrete,neutral,social,20.0,1,4
neon sign,neon,sign,high,5.5,5.7,1,1.0,concrete,neutral,object_neutral,20.0,1,4
nest egg,nest,egg,high,5.5,5.7,1,1.0,concrete,neutral,object_neutral,18.5,1,4
net work,net,work,medium,5.6,6.6,1,0.5,abstract,neutral,work,20.0,1,4
network cable,network,cable,medium,5.2,6.2,1,1.0,concrete,neutral,object,20.0,1,4
new business,new,business,medium,5.4,6.4,3,1.0,concrete,neutral,work,20.0,1,4
new car,new,car,medium,5.8,6.8,2,1.0,concrete,neutral,transport,20.0,1,4
new friend,new,friend,medium,5.6,6.6,2,1.0,concrete,neutral,social,20.0,1,4
new idea,new,idea,medium,5.6,6.6,2,0.5,abstract,neutral,thought,20.0,1,4
new item,new,item,medium,5.2,6.2,2,1.0,concrete,neutral,commerce,20.0,1,4
new moon,new,moon,medium,5.4,6.4,1,1.0,concrete,neutral,nature,20.0,1,4
new take,new,take,medium,5.2,6.2,1,0.4,abstract,neutral,thought,20.0,1,4
new way,new,way,medium,5.6,6.6,2,0.5,abstract,neutral,action,20.0,1,4
news paper,news,paper,high,5.8,6.8,1,1.0,concrete,neutral,object,20.0,1,4
news show,news,show,medium,5.2,6.2,2,1.0,concrete,neutral,communication,20.0,1,4
news stand,news,stand,medium,5.4,6.4,2,1.0,concrete,neutral,commerce,20.0,1,4
next door,next,door,medium,5.6,6.6,1,1.0,concrete,neutral,social,20.0,1,4
nice day,nice,day,medium,5.6,6.6,1,1.0,concrete,neutral,time,20.0,1,4
night club,night,club,medium,5.4,6.4,2,1.0,concrete,neutral,social,20.0,1,4
night light,night,light,medium,5.6,6.6,2,1.0,concrete,neutral,household,20.0,1,4
night shift,night,shift,medium,5.4,6.4,4,1.0,concrete,neutral,work,20.0,1,4
night show,night,show,low,4.8,5.8,4,1.0,concrete,neutral,performance,20.0,1,4
night sky,night,sky,medium,5.6,6.6,4,1.0,concrete,neutral,nature,20.0,1,4
night stand,night,stand,medium,5.6,6.6,4,1.0,concrete,neutral,household,20.0,1,4
noodle soup,noodle,soup,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
north star,north,star,medium,5.4,6.4,1,1.0,concrete,neutral,nature,20.0,1,4
note book,note,book,medium,5.6,6.6,1,1.0,concrete,neutral,object,20.0,1,4
note card,note,card,medium,5.4,6.4,1,1.0,concrete,neutral,object,20.0,1,4
note pad,note,pad,medium,5.4,6.4,2,1.0,concrete,neutral,object,20.0,1,4
note paper,note,paper,medium,5.4,6.4,2,1.0,concrete,neutral,object,20.0,1,4
nut butter,nut,butter,medium,5.2,6.2,1,1.0,concrete,neutral,food,20.0,1,4
nut milk,nut,milk,medium,5.2,6.2,1,1.0,concrete,neutral,drink,20.0,1,4
oak leaf,oak,leaf,medium,5.4,6.4,1,1.0,concrete,neutral,nature,20.0,1,4
oak tree,oak,tree,medium,5.6,6.6,1,1.0,concrete,neutral,nature,20.0,1,4
oat meal,oat,meal,medium,5.6,6.6,2,1.0,concrete,neutral,food,20.0,1,4
oat milk,oat,milk,medium,5.2,6.2,2,1.0,concrete,neutral,drink,20.0,1,4
oatmeal cookie,oatmeal,cookie,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
